chronID,totalQanswered,totalQpossible,DVRoles_,DVRoles_Freelance,DVRoles_Employee,DVRoles_Hobbyist,DVRoles_Student,DVRoles_Academic,DVRoles_PassiveIncome,DVRoles_PreferNot,YearsDVExperience,YearsWorkExperience,PayCurrency_cleaned,PayAnnual,PayHourly,PDFundAccess,PDFundUse_,PDFundUse_ConferenceRegistration,PDFundUse_ConferenceTravel,PDFundUse_SoftwareLicenses,PDFundUse_Workshops,PDFundUse_Memberships,PDFundUse_Books,PDFundUse_Tuition,PDFundUse_DataLicensing,PDFundUse_Other__,RoleAsFreelance,DVCentralityFreelance,ToolsChoiceFreelance,ToolsUnchoiceProblemsFreelance__,AudienceFreelance_,AudienceFreelance_Public,AudienceFreelance_Analysts,AudienceFreelance_Engineers,AudienceFreelance_Scientists,AudienceFreelance_Medical,AudienceFreelance_ProdProjManagers,AudienceFreelance_PolicyMakers,AudienceFreelance_Execs,AudienceFreelance_Designers,AudienceFreelance_Researchers,AudienceFreelance_Students,AudienceFreelance_Educators,AudienceFreelance_DVEnthusiasts,AudienceFreelance_Self,AudienceFreelance_Other__,RoleAsEmployee,DVCentralityEmployee,ToolsChoiceEmployee,ToolsUnchoiceProblemsEmployee__,AudienceEmployee_,AudienceEmployee_Public,AudienceEmployee_Analysts,AudienceEmployee_Engineers,AudienceEmployee_Scientists,AudienceEmployee_Medical,AudienceEmployee_ProdProjManagers,AudienceEmployee_PolicyMakers,AudienceEmployee_Execs,AudienceEmployee_Designers,AudienceEmployee_Researchers,AudienceEmployee_Students,AudienceEmployee_Educators,AudienceEmployee_DVEnthusiasts,AudienceEmployee_Self,AudienceEmployee_Other__,OrgSector_,OrgSector_Journalism,OrgSector_Public,OrgSector_Private,OrgSector_Nonprofit,OrgSector_HealthMed,OrgSector_IT,OrgSector_Marketing,OrgSector_Finance,OrgSector_Academia,OrgSector_ConsultantMulti,OrgSector_Other__,OrgSize,DVOrgLeadership,AcadArea,AcadDVUse_,AcadDVUse_ShareFindings,AcadDVUse_TeachDV,AcadDVUse_OtherTeaching,AcadDVUse_ResearchTopic,AcadDVUse_Other__,StudentTime,StudentDegreeLevel,StudentDVTaught,StudentDegreeArea__,HobbyTime,HobbyEnjoyment,HobbyPortfolio,HobbyVolunteer,HobbyShareMessages,HobbyBuildSkills,ToolsForDV_,ToolsForDV_ArcGIS,ToolsForDV_D3,ToolsForDV_Angular,ToolsForDV_Datawrapper,ToolsForDV_Excel,ToolsForDV_Flourish,ToolsForDV_ggplot2,ToolsForDV_Gephi,ToolsForDV_GoogleDataStudio,ToolsForDV_Highcharts,ToolsForDV_Illustrator,ToolsForDV_Java,ToolsForDV_Leaflet,ToolsForDV_Mapbox,ToolsForDV_KeplerGL,ToolsForDV_Observable,ToolsForDV_Plotly,ToolsForDV_PowerBI,ToolsForDV_PowerPoint,ToolsForDV_Python,ToolsForDV_QGIS,ToolsForDV_Qlik,ToolsForDV_R,ToolsForDV_React,ToolsForDV_Tableau,ToolsForDV_Vega,ToolsForDV_Vue,ToolsForDV_WebComponents,ToolsForDV_WebGL,ToolsForDV_PenPaper,ToolsForDV_PhysicalMaterials,ToolsForDV_Canvas,ToolsForDV_P5orProcessing,ToolsForDV_Other__,ChartsUsed_,ChartsUsed_Line,ChartsUsed_Bar,ChartsUsed_PieOrDonut,ChartsUsed_Scatterplot,ChartsUsed_Histogram,ChartsUsed_HexbinOrHeatmap,ChartsUsed_Infographic,ChartsUsed_Pictorial,ChartsUsed_Treemap,ChartsUsed_Dendrogram,ChartsUsed_Network,ChartsUsed_ChoroplethMap,ChartsUsed_RasterMap,ChartsUsed_Waffle,ChartsUsed_Flow,ChartsUsed_3D,ChartsUsed_VRorAR,ChartsUsed_BeeSwarm,ChartsUsed_ForceDirected,ChartsUsed_Other__,DVSharingChannels_,DVSharingChannels_EmbeddedInTool,DVSharingChannels_Dashboard,DVSharingChannels_Scrollytelling,DVSharingChannels_StaticWebPage,DVSharingChannels_InteractiveNotebook,DVSharingChannels_DocumentOrReport,DVSharingChannels_Presentations,DVSharingChannels_Email,DVSharingChannels_NewspaperorMagazine,DVSharingChannels_PeerReviewedJournal,DVSharingChannels_PrintedOnPaper,DVSharingChannels_OtherPhysicalMedium,DVSharingChannels_VRorAR,DVSharingChannels_Installation,DVSharingChannels_App,DVSharingChannels_Video,DVSharingChannels_SocialMedia,DVSharingChannels_Other__,TopFrustrationsDV_,TopFrustrationsDV_LackTime,TopFrustrationsDV_LackDesignExpertise,TopFrustrationsDV_LackTechSkill,TopFrustrationsDV_LearningNewToolsEtc,TopFrustrationsDV_AccessingData,TopFrustrationsDV_InfoOverload,TopFrustrationsDV_LackCollaboration,TopFrustrationsDV_LackMentorship,TopFrustrationsDV_LowDataLiteracy,TopFrustrationsDV_DVNotRespected,TopFrustrationsDV_ToolsTechLimits,TopFrustrationsDV_NonVizActivity,TopFrustrationsDV_DataVolume,TopFrustrationsDV_Other__,EntryBarriers__,DVNotUnderstood__,EmployChanged,EmployChangedByCOVID,EmployNewWanted,COVIDNegEffects_,COVIDNegEffects_PositionCut,COVIDNegEffects_PayCutPermanent,COVIDNegEffects_PayCutTemporary,COVIDNegEffects_PayRaiseDeferred,COVIDNegEffects_BenefitsReduced,COVIDNegEffects_No,COVIDNegEffects_Other__,TopDVSkillsToImprove,TopDVSkillsToImprove_Other__,TopMethodsDVEduc_,TopMethodsDVEduc_Books,TopMethodsDVEduc_Workshops,TopMethodsDVEduc_Examples,TopMethodsDVEduc_VideoTutorials,TopMethodsDVEduc_CollaborateWithMoreSkilled,TopMethodsDVEduc_WorkThroughProject,TopMethodsDVEduc_MentororTeach,TopMethodsDVEduc_Podcasts,TopMethodsDVEduc_InPersonFormats,TopMethodsDVEduc_VirtualFormats,TopMethodsDVEduc_Other__,TopIssuesDV_,TopIssuesDV_LackAwarenessOfDVImpact,TopIssuesDV_NoSeatAtTableForDV,TopIssuesDV_DiversityInTech,TopIssuesDV_IncomeInequality,TopIssuesDV_LackDVLiteracy,TopIssuesDV_DesignForDisabilities,TopIssuesDV_LackEducationAccess,TopIssuesDV_AlgorithmicBias,TopIssuesDV_LackEthicalStandards,TopIssuesDV_LackSoftwareLiteracy,TopIssuesDV_Other__,DVGoTos__,Loc1Country,Gender_summarized,RacEthHistUnderrep_,EducLevel,EducUndergradArea_,EducUndergradArea_ArtsHumanities,EducUndergradArea_Business,EducUndergradArea_Education,EducUndergradArea_HealthMed,EducUndergradArea_PublicSocialServices,EducUndergradArea_ScienceMathTech,EducUndergradArea_SocialSciences,EducUndergradArea_TradesPersonalServices,EducUndergradArea_MultiInterdisc,EducUndergradArea_Other__,EducGradArea_,EducGradArea_ArtsHumanities,EducGradArea_Business,EducGradArea_Education,EducGradArea_HealthMed,EducGradArea_PublicSocialServices,EducGradArea_ScienceMathTech,EducGradArea_SocialSciences,EducGradArea_TradesPersonalServices,EducGradArea_MultiInterdisc,EducGradArea_Other__,DVSMembership,minutesInSurvey,surveyCompletionPage,branchingErrors
216,47,49,1,,Position in an organization with some dataviz job responsibilities,,,,,,2,5,EUR - Euro,"$40,000 - $59,999",,Yes,4,,,Data visualization software licenses,Workshops or training seminars,,Professional books,Tuition for graduate coursework,,,,,,,,,,,,,,,,,,,,,,,Analyst,Data visualization is the primary focus of my job,We have a set list of tools we’re expected to use for data visualization and it causes some problems,Performance,3,,,,,,Product or Project Managers,,,,Researchers,,,,,Clients,1,,,,,,,,,,,Human resources,20-99 employees,4. Agree,,,,,,,,,,,,,,,,,,3,,,,,Excel,,,,,,,,,,,,,,PowerPoint,,,,,,Tableau,,,,,,,,,,4,Line Chart,Bar Chart,Pie Chart/Donut Chart,Scatterplot,,,,,,,,,,,,,,,,,3,Embedded in a tool,Dashboard,,,,,Presentations,,,,,,,,,,,,9,Lack of time,Lack of design expertise,Lack of technical skill,Learning new tools/approaches,Accessing data,Information overload,,Lack of mentorship,Low data literacy,,Technical limitations of the tools,,,,Lack of technical skill,complexity of data,Yes,No,No,1,,,,,,"No, my compensation and benefits were not negatively affected",,Learning a new technical tool or library,,7,,Workshops,Examples,Video tutorials,Collaborating with more skilled practitioners,Working through a project,Mentoring/teaching others,,In-person formats,,,3,,,,,Lack of data visualization literacy,,,Algorithmic bias,,Lack of software literacy,,topic related blogs (e.g. Tableau Public),Germany,Female,No,Master’s (or similar graduate degree),1,Arts and Humanities,,,,,,,,,,1,Arts and Humanities,,,,,,,,,,No,15.7,8,
184,47,49,2,,Position in an organization with some dataviz job responsibilities,,,Academic/Teacher,,,6–10,11–15,USD - US Dollar,"$140,000 - $159,999",$125 - $149,No,8,Conference registration,Conference travel and lodging,Data visualization software licenses,Workshops or training seminars,Professional association memberships,Professional books,Tuition for graduate coursework,Data licensing,,,,,,,,,,,,,,,,,,,,,,"Leadership (Manager, Director, VP, etc.)","Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role",I’m able to choose my own tools,,4,,Analysts,,,,,,Executives,,,,,,Myself,"Outside organizations, such as S&P",1,,,,,,,,,,,Manufacturing,100-499 employees,2. Disagree,Multi-/Interdisciplinary Studies,3,Communication of research findings,Teaching data visualization as a course topic,,As a topic of academic research,,,,,,,,,,,,9,,,,,Excel,Flourish,,Gephi,Google Data Studio,,Illustrator,,,,,,,Power BI,,Python,,,,,Tableau,,,,,Pen & paper,,,,,8,Line Chart,Bar Chart,,,,,Infographic,Pictorial Visualization,Treemap,,Network Diagram,Choropleth Map,,,"Flow Chart (Sankey, DAGRE, Alluvial)",,,,,,7,,Dashboard,Scrollytelling,,,Document or report,Presentations,Email,,,Physical handout or Printed on paper,,,,,,Social media,,5,Lack of time,,,,,Information overload,,Lack of mentorship,,Not enough respect for dataviz,,,,low data quality for topics of interest requiring too much time to clean and wrangle,,the time and skill it requires,No,No,Yes,2,,,,,,"No, my compensation and benefits were not negatively affected",compensation was not impacted but performance bonuses were,Improving my data skills,,7,,Workshops,Examples,Video tutorials,Collaborating with more skilled practitioners,Working through a project,Mentoring/teaching others,,,Virtual formats,,3,Lack of awareness of the impact of dataviz,,,,Lack of data visualization literacy,,,Algorithmic bias,,,,I love seeing examples that other data visualizers share online. I'd love to see more of the methodology behind creating them.,United States,Female,No,Master’s (or similar graduate degree),2,Arts and Humanities,Business,,,,,,,,,2,Arts and Humanities,Business,,,,,,,,,Yes,14.6,8,
178,47,49,1,,Position in an organization with some dataviz job responsibilities,,,,,,4,11–15,USD - US Dollar,"$220,000 - $239,999",$225 - $249,No,5,Conference registration,Conference travel and lodging,,Workshops or training seminars,Professional association memberships,Professional books,,,,,,,,,,,,,,,,,,,,,,,,"Leadership (Manager, Director, VP, etc.)","Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role",We have a set list of tools we’re expected to use for data visualization and it causes some problems,Does not allow for bespoke solutions when they are needed.,3,,,,Scientists,Medical Professionals,,,Executives,,,,,,,,1,,,,,Healthcare/medical,,,,,,,100-499 employees,3. Neither Agree nor Disagree,,,,,,,,,,,,,,,,,,5,,,,,Excel,,,,,,Illustrator,,,,,,,Power BI,PowerPoint,,,,,,,,,,,Pen & paper,,,,,7,Line Chart,Bar Chart,Pie Chart/Donut Chart,,Histogram,,Infographic,Pictorial Visualization,Treemap,,,,,,,,,,,,3,,,,,,Document or report,Presentations,,,Peer reviewed journal publication,,,,,,,,,6,Lack of time,,Lack of technical skill,,,,,,Low data literacy,Not enough respect for dataviz,Technical limitations of the tools,Too much effort spent on non-viz activity,,,Need to rely on developers to create the visualizations yet they lack the scientific understanding to help with the data visualization architecting process.,Willingness to go beyond standard ways of presenting data.,Yes,No,No,1,,,,,,"No, my compensation and benefits were not negatively affected",,Improving my data skills,,5,,Workshops,Examples,Video tutorials,,,,,In-person formats,Virtual formats,,3,,,,,Lack of data visualization literacy,,,,Lack of ethical standards for visualizing data,Lack of software literacy,,,United States,Male,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",1,,,,Health and Medicine,,,,,,,1,,,,Health and Medicine,,,,,,,Yes,11.5,8,
2173,47,48,1,,Position in an organization with some dataviz job responsibilities,,,,,,5,16–20,GBP - British Pound,"$40,000 - $59,999",I am not compensated on an hourly or project basis,Yes,1,,,,Workshops or training seminars,,,,,,,,,,,,,,,,,,,,,,,,,,Analyst,Data visualization is the primary focus of my job,We have a set list of tools we’re expected to use for data visualization and it causes some problems,"Clunky to use - default settings when you build a graph are ""sort Z-A"", takes a lot of clicks to format numbers, not all graphs have the same functionality (on most you can control the colours, others that's not an option)",3,,,,,,Product or Project Managers,,Executives,,,,,,,Clients,2,,,,,Healthcare/medical,,,,,,Software,20-99 employees,5. Strongly Agree,,,,,,,,,,,,,,,,,,4,,,,,Excel,,,,,,,,,,,,,,PowerPoint,,,,,,Tableau,,,,,,,,,Amazon Quicksight,7,Line Chart,Bar Chart,Pie Chart/Donut Chart,Scatterplot,Histogram,Hexbin/Heatmap,,,,,,,,,"Flow Chart (Sankey, DAGRE, Alluvial)",,,,,,4,Embedded in a tool,Dashboard,,,,Document or report,Presentations,,,,,,,,,,,,3,,,,,Accessing data,,,,Low data literacy,,Technical limitations of the tools,,,,"Finding a job that didn't need me to have skills in SQL, Python etc - I can learn those later",The importance of choosing the right graph for the data - and how many different components a graph should be limited to (a line graph with 20+ colours and lines all jumbled together is so busy it tells you nothing),No,,No,1,,,,,,"No, my compensation and benefits were not negatively affected",,Improving my skills with an existing technical tool or library,,3,Books,,Examples,,,Working through a project,,,,,,2,,,,,Lack of data visualization literacy,Designing for disabilities,,,,,,"Storytelling with data, the #datafam on twitter",United Kingdom,Female,No,Bachelor’s degree,1,Arts and Humanities,,,,,,,,,,,,,,,,,,,,,No,26.4,8,
2168,47,48,1,,Position in an organization with some dataviz job responsibilities,,,,,,2,More than 30,USD - US Dollar,"$120,000 - $139,999",I am not compensated on an hourly or project basis,Yes,4,Conference registration,Conference travel and lodging,,Workshops or training seminars,Professional association memberships,,,,,,,,,,,,,,,,,,,,,,,,,Developer,"Data visualization is an important secondary part of my job, but not the primary focus",We have a set list of tools we’re expected to use for data visualization and this causes no problems,,3,,,,,,Product or Project Managers,Policy Makers,Executives,,,,,,,,7,,Public sector (government),Private sector,Non-profit,Healthcare/medical,Information technology,,Finance,,Consultant (therefore multiple areas),,100-499 employees,1. Strongly Disagree,,,,,,,,,,,,,,,,,,4,,,,,Excel,,,,,,,,,,,,,,PowerPoint,,,,,,Tableau,,,,,Pen & paper,,,,,6,Line Chart,Bar Chart,Pie Chart/Donut Chart,Scatterplot,Histogram,,,,Treemap,,,,,,,,,,,,6,,Dashboard,,,,Document or report,Presentations,Email,,,,,,,App,Video,,,3,,Lack of design expertise,,,Accessing data,,,,,,,Too much effort spent on non-viz activity,,,Better designs,They get it!,No,No,No,1,,,,,,"No, my compensation and benefits were not negatively affected",,Improving my design skills,,6,Books,Workshops,Examples,Video tutorials,,,Mentoring/teaching others,,,Virtual formats,,1,,,,,Lack of data visualization literacy,,,,,,,,United States,Male,No,Master’s (or similar graduate degree),1,,,,,,,,,,Economics,1,,Business,,,,,,,,,Yes,215.7,8,
2099,47,48,1,,Position in an organization with some dataviz job responsibilities,,,,,,Less than 1 year,21–25,USD - US Dollar,"$100,000 - $119,999",$45 - $59,Yes,1,,,,,Professional association memberships,,,,,,,,,,,,,,,,,,,,,,,,,None of these describes my role,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role",We have a set list of tools we’re expected to use for data visualization and this causes no problems,,3,,,,,,Product or Project Managers,,,,,,,,Myself,Budget Deciders,2,,,Private sector,,,,,,,,Manufacturing,"1,000+ employees",2. Disagree,,,,,,,,,,,,,,,,,,2,,,,,Excel,,,,,,,,,,,,,,,,,,,,Tableau,,,,,,,,,,3,,Bar Chart,Pie Chart/Donut Chart,,,,,,,,,,,,,,,,,Circle view,1,,,,,,,,Email,,,,,,,,,,,3,,Lack of design expertise,Lack of technical skill,,Accessing data,,,,,,,,,,Finding mentors and knowing where to start for training,They're not technical and don't understand the hurdles of getting clean data,No,No,Yes,1,,,,,,"No, my compensation and benefits were not negatively affected",,Improving my data skills,,6,,Workshops,Examples,Video tutorials,Collaborating with more skilled practitioners,Working through a project,Mentoring/teaching others,,,,,3,Lack of awareness of the impact of dataviz,,,,Lack of data visualization literacy,,,,,Lack of software literacy,,Special Libraries Association; work colleagues,United States,Female,No,Master’s (or similar graduate degree),1,,,,,,,Social Sciences,,,,1,,,,,,,,,,Library and Information Science,No,14.7,8,
2094,47,48,1,,Position in an organization with some dataviz job responsibilities,,,,,,21–25,21–25,USD - US Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Yes,4,Conference registration,Conference travel and lodging,,Workshops or training seminars,Professional association memberships,,,,,,,,,,,,,,,,,,,,,,,,,"Leadership (Manager, Director, VP, etc.)","Data visualization is an important secondary part of my job, but not the primary focus",We have a set list of tools we’re expected to use for data visualization and it causes some problems,Not consistent across organization; loss of licensing for some commonly-used tools,6,,,,,Medical Professionals,,Policy Makers,Executives,,,Students,Educators,,,Administrative Staff,2,,,,,,Information technology,,,Academia,,,"1,000+ employees",2. Disagree,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Qlik,,,,,,,,,,,,,6,Line Chart,Bar Chart,Pie Chart/Donut Chart,Scatterplot,Histogram,,,,,,Network Diagram,,,,,,,,,,4,,Dashboard,,,,Document or report,Presentations,Email,,,,,,,,,,,3,,,,,Accessing data,Information overload,,,,,,Too much effort spent on non-viz activity,,,,How frequently the available underlying data is problematic.,No,,No,2,,,"Yes, I took a temporary pay cut","Yes, a pay increase I was expecting was deferred",,,,Learning a new technical tool or library,,6,Books,Workshops,Examples,,Collaborating with more skilled practitioners,Working through a project,,,,Virtual formats,,3,,,Diversity in tech,,Lack of data visualization literacy,,,Algorithmic bias,,,,seeing work done by others; seeing before and after iterative improvement sequences with reasoning behind the changes,United States,Female,No,Master’s (or similar graduate degree),2,,,,,,"Science, Math, and Technology",Social Sciences,,,,2,,,,,,"Science, Math, and Technology",Social Sciences,,,,Yes,12.2,8,
2014,47,48,1,,Position in an organization with some dataviz job responsibilities,,,,,,5,6–10,USD - US Dollar,"$120,000 - $139,999",$125 - $149,No,3,,,Data visualization software licenses,,Professional association memberships,,Tuition for graduate coursework,,,,,,,,,,,,,,,,,,,,,,,None of these describes my role,Data visualization is the primary focus of my job,We have a set list of tools we’re expected to use for data visualization and it causes some problems,"They're not design-focused, they're built for scale - I typically use my own tools anyway and pdf them to share the deck. With Projector and the like, I can still do animations while maintaining the visual identity..",7,,Analysts,Engineers,,,Product or Project Managers,,Executives,Designers,Researchers,,,,Myself,,2,,,,,,Information technology,,,,,Connected Fitness (Peloton) - and now SaaS (Wunderkind),"1,000+ employees",1. Strongly Disagree,,,,,,,,,,,,,,,,,,13,,,,Datawrapper,Excel,Flourish,,,Google Data Studio,,Illustrator,,,,,Observable,,Power BI,PowerPoint,,,,,,Tableau,,,,,Pen & paper,Physical materials (other than pen and paper),Canvas,,"Datamatic, Canva, Figma, InVision, Muzli Search, ui18, Unsplash, Rawpixel, Infogram, Superhi, Sketch",11,,Bar Chart,Pie Chart/Donut Chart,Scatterplot,Histogram,Hexbin/Heatmap,Infographic,Pictorial Visualization,Treemap,,Network Diagram,Choropleth Map,,,"Flow Chart (Sankey, DAGRE, Alluvial)",,,,,,5,,Dashboard,Scrollytelling,,,Document or report,Presentations,Email,,,,,,,,,,,7,Lack of time,,Lack of technical skill,,,,Lack of collaboration,,,Not enough respect for dataviz,Technical limitations of the tools,Too much effort spent on non-viz activity,,"I'm not programming-fluent which means some of the more efficient, scalable tools end up not being a solution. I still think I create better visualizations, it just takes far longer.","As mentioned above, amount of time it takes to get something to look perfect - some orgs respect that (my former, Chanel, L2) others don't (Peloton). Not being programming-fluent is definitely a stopgap that would enable efficiency and scalability.",I don't have an issue with them not getting it - I think some of them don't see it as critical t do or spend as much time doing vs dumping information onto a slide.,Yes,No,Yes,1,,,,,,,"I just took a different role at the beginning of the year (Peloton) but am now headed to Wunderkind where a large part of my role will revolve around insights and visualization so hopefully they'll give me room to actually do it. I also hope (though I can't promise) to try to dedicate more time to R, Python, SQL (JavaScript feels like a far cry atm).",Other (please specify),Programming skills,3,,,Examples,,,Working through a project,,,,Virtual formats,,4,Lack of awareness of the impact of dataviz,Data visualization not having a “seat at the table”,,,,,,Algorithmic bias,,Lack of software literacy,,Many that I mentioned above - I use UX/UI Dribble examples and iterate from there. I also love Creative Market and Projector + Canva if done right. I love looking at advertising agencies' work for streamlining the core. I like to change up the visuals every time because I enjoy doing it.,United States,Female,"Yes, and I would like to specify:",Bachelor’s degree,1,,Business,,,,,,,,,,,,,,,,,,,,I don’t know,5504.1,8,
1930,47,48,1,,Position in an organization with some dataviz job responsibilities,,,,,,6–10,11–15,USD - US Dollar,"$100,000 - $119,999",,No,4,Conference registration,Conference travel and lodging,Data visualization software licenses,Workshops or training seminars,,,,,,,,,,,,,,,,,,,,,,,,,,"Leadership (Manager, Director, VP, etc.)","Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role",We have a set list of tools we’re expected to use for data visualization and this causes major problems,The tool is old and there is little to no training available in how to use either externally or internally in my organization.,9,,Analysts,,Scientists,Medical Professionals,,Policy Makers,Executives,,,Students,Educators,,Myself,Educational Administrators,1,,,,,,,,,Academia,,,"1,000+ employees",2. Disagree,,,,,,,,,,,,,,,,,,2,,,,,Excel,,,,,,,,,,,,,,,,,Qlik,,,,,,,,,,,,,6,Line Chart,Bar Chart,Pie Chart/Donut Chart,Scatterplot,Histogram,,Infographic,,,,,,,,,,,,,,5,Embedded in a tool,Dashboard,,,,Document or report,Presentations,Email,,,,,,,,,,,9,Lack of time,Lack of design expertise,Lack of technical skill,Learning new tools/approaches,,Information overload,Lack of collaboration,Lack of mentorship,,,Technical limitations of the tools,,Data volume,,,"It takes time to develop, it difficult to provide analysis and dynamic data viz at the same time. The main one is that just because we have a tool that people will be able or want to use that tool without training.",No,No,Yes,2,,,"Yes, I took a temporary pay cut","Yes, a pay increase I was expecting was deferred",,,,Improving my design skills,,5,,Workshops,,,Collaborating with more skilled practitioners,Working through a project,Mentoring/teaching others,,In-person formats,,,3,Lack of awareness of the impact of dataviz,,,,Lack of data visualization literacy,,,,Lack of ethical standards for visualizing data,,,I like to look at the work of organizations similar to my own. Tableau Public is another great place to wander.,United States,Female,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",2,,,Education,,,,Social Sciences,,,,2,,,Education,,,,Social Sciences,,,,No,20.4,8,
1920,47,48,1,,Position in an organization with some dataviz job responsibilities,,,,,,3,3,USD - US Dollar,"$80,000 - $99,999",$60 - $74,No,5,,,Data visualization software licenses,,Professional association memberships,Professional books,Tuition for graduate coursework,Data licensing,,,,,,,,,,,,,,,,,,,,,,Analyst,Data visualization is the primary focus of my job,We have a set list of tools we’re expected to use for data visualization and this causes no problems,,1,,,,,,,,,,,,,,,Salesforce,1,,,,,Healthcare/medical,,,,,,,"1,000+ employees",5. Strongly Agree,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Power BI,,,,,,,,,,,,,,,,,4,Line Chart,Bar Chart,,Scatterplot,,,,,Treemap,,,,,,,,,,,,3,,Dashboard,,,,,Presentations,Email,,,,,,,,,,,2,,,Lack of technical skill,,,,,Lack of mentorship,,,,,,,Learning the skill needed,That the process of cleaning and connecting to the data is often more difficult then modeling and visualization it,No,No,Yes,1,,,,,,"No, my compensation and benefits were not negatively affected",,Improving my skills with an existing technical tool or library,,7,Books,Workshops,Examples,Video tutorials,Collaborating with more skilled practitioners,Working through a project,Mentoring/teaching others,,,,,2,,,,,Lack of data visualization literacy,,,,,Lack of software literacy,,The data viz instagram!,United States,Female,No,Master’s (or similar graduate degree),1,,Business,,,,,,,,,1,,,,,,"Science, Math, and Technology",,,,,No,5.8,8,
1801,47,48,1,,Position in an organization with some dataviz job responsibilities,,,,,,4,6–10,USD - US Dollar,"$80,000 - $99,999",$300 or more,Yes,3,Conference registration,Conference travel and lodging,,Workshops or training seminars,,,,,,,,,,,,,,,,,,,,,,,,,,Developer,"Data visualization is an important secondary part of my job, but not the primary focus",We have a set list of tools we’re expected to use for data visualization and it causes some problems,"Tableau is available to some, but not all. Essentially, access to every tool is varied across the team.",4,,Analysts,,,,Product or Project Managers,,Executives,,,,,,Myself,,2,,,,,,,Marketing,,,Consultant (therefore multiple areas),,100-499 employees,5. Strongly Agree,,,,,,,,,,,,,,,,,,8,,,,,Excel,,,,Google Data Studio,,,,,,,,Plotly,Power BI,,Python,,,R,,Tableau,,,,,,,,,Looker,7,Line Chart,Bar Chart,,Scatterplot,Histogram,Hexbin/Heatmap,,,Treemap,,,,,,"Flow Chart (Sankey, DAGRE, Alluvial)",,,,,,4,Embedded in a tool,Dashboard,,,,,Presentations,,,,,,,,,Video,,,4,,Lack of design expertise,,,,,Lack of collaboration,,,,Technical limitations of the tools,Too much effort spent on non-viz activity,,,"Significant amount of learning for each tool, they're all so different.",That simplicity is DIFFICULT. And having limited brand colors don't always result in the best vizzes.,No,No,No,1,,,,,,"No, my compensation and benefits were not negatively affected",,Improving my design skills,,4,,Workshops,Examples,,Collaborating with more skilled practitioners,Working through a project,,,,,,2,,,,,,,Lack of access to education,Algorithmic bias,,,,,United States,Female,No,Bachelor’s degree,2,,Business,,,,"Science, Math, and Technology",,,,,,,,,,,,,,,,Yes,240.9,8,
1599,47,48,1,,Position in an organization with some dataviz job responsibilities,,,,,,4,16–20,GBP - British Pound,"$80,000 - $99,999",,No,4,,Conference travel and lodging,,Workshops or training seminars,Professional association memberships,,,Data licensing,,,,,,,,,,,,,,,,,,,,,,Engineer,Data visualization is the primary focus of my job,I’m able to choose my own tools,,1,,,,,,,,Executives,,,,,,,,1,,,,,,Information technology,,,,,,20-99 employees,5. Strongly Agree,,,,,,,,,,,,,,,,,,3,,D3.js,,,,,,,,,,,,,,,,,,,,,R,React,,,,,,,,,,,7,Line Chart,,,,,Hexbin/Heatmap,,,Treemap,,Network Diagram,,,,,,,Bee Swarm Chart,Force-Directed Graph,Dot plot,2,Embedded in a tool,,,,,,,,,,,,,,App,,,,3,,,,,,,,Lack of mentorship,,Not enough respect for dataviz,,,,Having to work with other people crap code,"Very niche, not many roles, mostly comes under data analyst","The science behind why certain charts are effective or not, and how to make chart effective",Yes,No,No,1,,,,,,"No, my compensation and benefits were not negatively affected",,Improving my data skills,,4,Books,,Examples,,Collaborating with more skilled practitioners,,Mentoring/teaching others,,,,,3,,Data visualization not having a “seat at the table”,,,Lack of data visualization literacy,,Lack of access to education,,,,,"E Cleveland, J Tucker, M Bostock, C Minard, E Tufte, S Few",United Kingdom,Male,No,Master’s (or similar graduate degree),1,,,,,,"Science, Math, and Technology",,,,,1,,,,,,"Science, Math, and Technology",,,,,Yes,26.1,8,
